Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2513","Barley and products","2008","2008","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2513","Barley and products","2009","2009","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2513","Barley and products","2010","2010","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2513","Barley and products","2011","2011","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2513","Barley and products","2012","2012","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2513","Barley and products","2013","2013","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1990","1990","g/capita/day","0.08","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1991","1991","g/capita/day","0.18","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1992","1992","g/capita/day","0.35","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1993","1993","g/capita/day","0.15","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1994","1994","g/capita/day","0.47","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1995","1995","g/capita/day","0.12","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1996","1996","g/capita/day","0.26","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1997","1997","g/capita/day","0.13","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1998","1998","g/capita/day","0.12","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","1999","1999","g/capita/day","0.15","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2000","2000","g/capita/day","0.09","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2001","2001","g/capita/day","0.17","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2002","2002","g/capita/day","0.09","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2003","2003","g/capita/day","0.17","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2004","2004","g/capita/day","0.2","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2005","2005","g/capita/day","0.22","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2006","2006","g/capita/day","0.21","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2007","2007","g/capita/day","0.21","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2008","2008","g/capita/day","0.41","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2009","2009","g/capita/day","0.6","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2010","2010","g/capita/day","2.01","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2011","2011","g/capita/day","0.77","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2012","2012","g/capita/day","0.73","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2546","Beans","2013","2013","g/capita/day","0.75","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1990","1990","g/capita/day","7.77","Fc","Calculated data"
